URL,Domain Age,Domain Registration Length,Having IP Address,HTTPS Token,URL Length,URL Shortening,@ Symbol,"Redirecting ""//""",Prefix/Suffix in Domain,Subdomains,SSL Final State,Domain Registration Country,Favicon Hosting,Port,HTTPS in URL,Request URL Ratio,Links in Meta/Script/Link,Server Form Handler (SFH),Submitting to Email,Iframe Redirection,Age of Domain,DNS Record,Website Traffic,PageRank,Content Length,Special Characters in Domain,Email in URL,Sensitive Words in URL,Response Time,Phishing attack
https://www.ppbznmucpg.com,2562.0,2638.0,No,No,78.0,No,No,Yes,No,0.0,Invalid,USA,No,Non-standard,No,0.481753719,0.870779014,Same Domain,Yes,No,Yes,Yes,46746.0,8.0,18240.0,1.0,No,4.0,1594.0,0
https://www.hhtwotjxrv.com,7121.0,1411.0,No,No,63.0,No,No,Yes,Yes,4.0,Valid,Brazil,Yes,Non-standard,Yes,0.347280354,0.124950475,Same Domain,No,No,No,No,80306.0,0.0,10867.0,2.0,Yes,1.0,517.0,0
https://www.fwdqrzhiyf.com,1766.0,2810.0,No,No,38.0,No,No,Yes,Yes,2.0,Invalid,China,No,Standard,No,0.441900883,0.439013752,Different Domain,Yes,No,No,No,21397.0,7.0,4479.0,1.0,No,4.0,1725.0,0
https://www.tzjpzrollk.com,4895.0,-162.0,Yes,Yes,83.0,No,No,No,Yes,4.0,Missing,China,Yes,Standard,Yes,0.665682195,0.879208697,Same Domain,Yes,Yes,No,No,22109.0,6.0,9645.0,1.0,No,1.0,2022.0,1
https://www.vsivhespka.com,3725.0,3041.0,Yes,Yes,13.0,Yes,Yes,Yes,No,3.0,Missing,Brazil,Yes,Non-standard,No,0.47891428,0.863460067,Same Domain,Yes,Yes,No,Yes,39209.0,6.0,1953.0,4.0,Yes,2.0,1791.0,1
https://www.aqctarumys.com,6257.0,2764.0,No,Yes,89.0,No,Yes,No,Yes,3.0,Missing,China,No,Standard,No,0.719283568,0.240334647,Empty,Yes,No,Yes,Yes,71105.0,7.0,2173.0,3.0,Yes,3.0,2312.0,0
https://www.iocfbolmqz.com,6892.0,-261.0,No,Yes,81.0,Yes,No,Yes,No,2.0,Valid,USA,No,Standard,Yes,0.683294663,0.931306936,Empty,No,Yes,Yes,Yes,40451.0,6.0,17914.0,1.0,No,0.0,3307.0,1
https://www.cbouqmxrip.com,1601.0,2972.0,Yes,No,25.0,No,Yes,Yes,No,2.0,Missing,China,Yes,Standard,Yes,0.868927347,0.63488537,Same Domain,Yes,Yes,Yes,Yes,79632.0,3.0,7863.0,3.0,No,0.0,2109.0,0
https://www.lrgfjuxyku.com,4406.0,1478.0,Yes,Yes,12.0,Yes,Yes,Yes,Yes,1.0,Invalid,Russia,No,Non-standard,Yes,0.553180917,0.677299461,Different Domain,Yes,Yes,No,No,90718.0,2.0,5118.0,3.0,No,3.0,2095.0,1
https://www.ppdgiyhnvq.com,1442.0,2762.0,Yes,Yes,30.0,No,No,Yes,Yes,1.0,Invalid,USA,No,Non-standard,Yes,0.402291572,0.760142966,Different Domain,No,Yes,No,No,2755.0,6.0,11894.0,0.0,Yes,1.0,611.0,1
https://www.ruavyfjcpw.com,5435.0,2075.0,Yes,Yes,39.0,No,Yes,No,No,3.0,Invalid,Canada,Yes,Standard,No,0.997112075,0.92563401,Different Domain,Yes,Yes,Yes,Yes,66917.0,5.0,11800.0,4.0,No,2.0,3638.0,1
https://www.uclfsmdjsr.com,7268.0,3449.0,No,No,41.0,Yes,No,Yes,No,3.0,Invalid,Russia,No,Standard,Yes,0.157651754,0.004516643,Same Domain,Yes,No,No,Yes,97001.0,1.0,4375.0,2.0,Yes,2.0,4171.0,0
https://www.oimdjcufvz.com,243.0,508.0,No,No,84.0,Yes,Yes,Yes,Yes,4.0,Valid,Brazil,No,Non-standard,Yes,0.981360043,0.974399844,Empty,Yes,Yes,Yes,Yes,8451.0,0.0,12024.0,1.0,Yes,4.0,4511.0,0
https://www.duizsuvenr.com,4107.0,-274.0,Yes,Yes,25.0,No,No,No,Yes,0.0,Invalid,Brazil,Yes,Standard,No,0.714675744,0.60750513,Different Domain,No,No,Yes,No,5673.0,8.0,18526.0,1.0,Yes,1.0,3523.0,1
https://www.dzszhkzrst.com,2725.0,-257.0,Yes,No,54.0,Yes,No,Yes,No,4.0,Missing,USA,No,Non-standard,No,0.635285883,0.515836415,Different Domain,Yes,Yes,Yes,Yes,24185.0,2.0,19978.0,0.0,No,0.0,1508.0,1
https://www.xpfjajcqnd.com,5524.0,644.0,No,Yes,86.0,Yes,No,Yes,Yes,1.0,Invalid,China,Yes,Standard,No,0.007309743,0.361836939,Different Domain,Yes,Yes,Yes,Yes,76438.0,0.0,1052.0,4.0,No,3.0,2675.0,1
https://www.tajpsoahrb.com,792.0,1577.0,Yes,No,37.0,Yes,Yes,Yes,No,1.0,Invalid,Canada,Yes,Standard,Yes,0.924506911,0.878733697,Different Domain,No,No,No,No,18892.0,9.0,15700.0,4.0,Yes,2.0,1714.0,1
https://www.wmyozzfylg.com,5408.0,892.0,No,No,65.0,No,Yes,Yes,Yes,0.0,Invalid,USA,No,Non-standard,Yes,0.779853233,0.949824849,Different Domain,No,Yes,Yes,Yes,25356.0,1.0,2817.0,2.0,No,1.0,4974.0,0
https://www.ddqizpqrxv.com,94.0,1995.0,No,Yes,98.0,No,No,Yes,Yes,3.0,Missing,Brazil,Yes,Standard,No,0.117068933,0.724644034,Same Domain,No,Yes,No,No,93087.0,3.0,12576.0,0.0,No,4.0,2549.0,0
https://www.zmtljlrgeq.com,6479.0,1497.0,Yes,No,18.0,No,No,Yes,No,2.0,Valid,Brazil,No,Non-standard,No,0.91197337,0.58556348,Same Domain,Yes,Yes,No,No,979.0,3.0,14736.0,1.0,No,0.0,2971.0,0
https://www.zamskkgxov.com,237.0,2975.0,Yes,Yes,77.0,No,Yes,No,Yes,3.0,Valid,USA,Yes,Non-standard,Yes,0.567894932,0.183395939,Same Domain,Yes,No,No,No,77621.0,7.0,1056.0,4.0,Yes,4.0,746.0,1
https://www.vhzbxdksph.com,5772.0,-186.0,Yes,Yes,95.0,No,No,No,Yes,4.0,Valid,China,Yes,Non-standard,Yes,0.554437168,0.734857676,Different Domain,Yes,Yes,No,Yes,31207.0,2.0,2324.0,4.0,No,3.0,1747.0,1
https://www.bdwpfulmhh.com,2964.0,3595.0,No,Yes,72.0,No,No,No,Yes,2.0,Invalid,Russia,Yes,Non-standard,No,0.489885458,0.797703306,Same Domain,No,Yes,Yes,Yes,83476.0,3.0,16879.0,2.0,No,4.0,4626.0,0
https://www.kocnzkhfoj.com,4223.0,2663.0,No,Yes,89.0,No,No,No,Yes,1.0,Valid,USA,Yes,Standard,No,0.739398128,0.886801407,Different Domain,No,No,No,No,84701.0,6.0,13451.0,1.0,No,3.0,43.0,0
https://www.nskcyncjxx.com,5947.0,-248.0,No,No,49.0,No,Yes,No,No,0.0,Missing,USA,Yes,Standard,Yes,0.146181629,0.60049369,Same Domain,Yes,No,No,No,43552.0,1.0,8862.0,2.0,No,2.0,553.0,0
https://www.lgsgbjyhsc.com,1884.0,2272.0,No,No,57.0,No,Yes,Yes,No,2.0,Invalid,Canada,No,Standard,Yes,0.501518759,0.418904467,Empty,Yes,Yes,Yes,No,99509.0,7.0,7617.0,0.0,Yes,2.0,1916.0,0
https://www.opqsrpgvqq.com,3201.0,16.0,Yes,No,14.0,Yes,No,No,Yes,0.0,Valid,China,No,Standard,No,0.338182277,0.788594339,Different Domain,Yes,No,Yes,No,91556.0,0.0,1752.0,0.0,No,0.0,1553.0,1
https://www.boddcqnffe.com,5179.0,417.0,No,Yes,74.0,Yes,Yes,No,Yes,0.0,Missing,Russia,Yes,Standard,Yes,0.9829708,0.059200451,Same Domain,Yes,No,No,No,83523.0,1.0,8322.0,2.0,No,1.0,3840.0,1
https://www.xrkqdbpjtl.com,6610.0,-122.0,Yes,No,83.0,No,No,No,Yes,2.0,Invalid,China,No,Standard,Yes,0.834468253,0.72994893,Different Domain,Yes,No,Yes,No,84455.0,2.0,11455.0,2.0,Yes,0.0,3483.0,1
https://www.qzowalswie.com,4737.0,868.0,Yes,No,96.0,Yes,Yes,Yes,No,4.0,Invalid,Russia,Yes,Standard,Yes,0.932220453,0.410430625,Different Domain,No,No,Yes,Yes,75855.0,7.0,18159.0,3.0,No,3.0,607.0,1
https://www.rcotrgzojy.com,3976.0,1248.0,Yes,Yes,32.0,Yes,Yes,Yes,No,4.0,Valid,USA,Yes,Non-standard,No,0.262382094,0.689969329,Same Domain,Yes,Yes,Yes,No,33572.0,7.0,572.0,1.0,Yes,2.0,1959.0,1
https://www.sxrwnbhldx.com,5218.0,494.0,No,No,36.0,No,Yes,Yes,No,3.0,Invalid,China,Yes,Non-standard,No,0.898221459,0.116739905,Empty,Yes,No,Yes,Yes,11265.0,9.0,1743.0,3.0,No,4.0,441.0,0
https://www.mvscvvzbdr.com,7247.0,421.0,Yes,Yes,86.0,No,No,Yes,Yes,1.0,Missing,Russia,Yes,Non-standard,No,0.069543284,0.900352639,Empty,Yes,Yes,Yes,No,27117.0,0.0,9284.0,4.0,Yes,4.0,4906.0,1
https://www.kwcvgyxxdd.com,399.0,-217.0,Yes,No,81.0,Yes,Yes,No,Yes,2.0,Missing,USA,Yes,Non-standard,Yes,0.969778293,0.625852528,Same Domain,Yes,Yes,Yes,Yes,46338.0,6.0,18892.0,3.0,Yes,3.0,1902.0,1
https://www.jnbwabwepy.com,1403.0,2058.0,No,No,64.0,No,Yes,No,Yes,2.0,Invalid,Brazil,No,Standard,No,0.027894658,0.788466488,Empty,No,Yes,No,Yes,72868.0,7.0,13218.0,3.0,No,4.0,3500.0,0
https://www.zmebxxduth.com,419.0,1660.0,No,Yes,47.0,Yes,Yes,No,Yes,3.0,Valid,Canada,No,Standard,Yes,0.486592654,0.928935011,Same Domain,Yes,Yes,No,No,76059.0,7.0,11503.0,2.0,Yes,3.0,3246.0,1
https://www.kdgfwaagrj.com,1508.0,2687.0,Yes,Yes,26.0,Yes,No,Yes,Yes,0.0,Invalid,USA,No,Standard,No,0.640741373,0.180842066,Empty,No,No,Yes,No,18183.0,3.0,3066.0,1.0,No,0.0,4062.0,1
https://www.zdwdmggbhb.com,6662.0,2012.0,No,Yes,57.0,No,Yes,Yes,Yes,4.0,Valid,Russia,No,Non-standard,No,0.106096609,0.131331406,Same Domain,Yes,Yes,No,Yes,6939.0,2.0,7183.0,3.0,No,0.0,241.0,0
https://www.ubkhewzyng.com,1549.0,2817.0,Yes,Yes,81.0,Yes,No,No,No,4.0,Invalid,Canada,Yes,Standard,Yes,0.1226694,0.273903046,Empty,Yes,Yes,No,Yes,66799.0,1.0,13138.0,0.0,Yes,3.0,1471.0,1
https://www.wmltfxrcyj.com,6140.0,2795.0,Yes,Yes,86.0,Yes,Yes,Yes,Yes,2.0,Invalid,Russia,No,Standard,No,0.521814331,0.745726145,Different Domain,Yes,Yes,Yes,No,62582.0,2.0,1088.0,4.0,Yes,2.0,4916.0,1
https://www.bmpvfvljrq.com,2645.0,2115.0,Yes,Yes,83.0,Yes,Yes,No,No,3.0,Valid,Brazil,No,Non-standard,No,0.500897136,0.38135747,Same Domain,Yes,Yes,Yes,Yes,38555.0,6.0,16955.0,1.0,No,4.0,433.0,1
https://www.oewmprzyks.com,3716.0,344.0,Yes,No,81.0,No,No,Yes,No,1.0,Valid,Canada,No,Non-standard,Yes,0.110648043,0.115124979,Different Domain,Yes,Yes,No,No,47968.0,4.0,15671.0,0.0,Yes,0.0,1068.0,1
https://www.mbtazjedpa.com,4837.0,1352.0,No,No,92.0,No,Yes,Yes,Yes,1.0,Missing,China,Yes,Non-standard,No,0.586091168,0.556876927,Same Domain,Yes,Yes,No,Yes,17538.0,9.0,602.0,1.0,No,3.0,3862.0,0
https://www.wpkarwmcuu.com,2009.0,2359.0,Yes,Yes,26.0,No,Yes,Yes,No,3.0,Valid,USA,Yes,Standard,Yes,0.136708971,0.905627065,Different Domain,Yes,No,No,Yes,25165.0,1.0,11195.0,2.0,No,1.0,4816.0,1
https://www.xoojwwjqdi.com,6636.0,-95.0,Yes,Yes,79.0,No,Yes,No,No,2.0,Invalid,Brazil,Yes,Standard,No,0.243408925,0.048872587,Different Domain,No,No,Yes,No,20965.0,3.0,6374.0,1.0,Yes,2.0,1620.0,1
https://www.tpokgzcfrk.com,6116.0,184.0,Yes,Yes,53.0,Yes,No,Yes,Yes,3.0,Valid,USA,Yes,Standard,No,0.386983262,0.617350822,Same Domain,Yes,Yes,Yes,No,14648.0,6.0,8281.0,1.0,Yes,4.0,3564.0,1
https://www.cwjehokpfs.com,671.0,3045.0,Yes,No,56.0,No,Yes,Yes,Yes,3.0,Missing,Russia,Yes,Standard,Yes,0.43187014,0.552561425,Empty,Yes,No,No,Yes,9756.0,4.0,19671.0,2.0,No,4.0,3323.0,0
https://www.ulamorxtvz.com,6036.0,1347.0,Yes,Yes,37.0,Yes,No,Yes,No,1.0,Missing,Russia,Yes,Non-standard,No,0.589485759,0.801490352,Same Domain,Yes,Yes,Yes,No,78550.0,0.0,7224.0,4.0,No,3.0,1019.0,1
https://www.kdgdmhzxql.com,5887.0,997.0,No,Yes,51.0,No,No,Yes,No,2.0,Invalid,USA,Yes,Standard,Yes,0.2940144,0.992497809,Same Domain,Yes,Yes,No,Yes,88002.0,8.0,3695.0,4.0,No,2.0,2040.0,1
https://www.hkxaxcdbiu.com,4724.0,919.0,Yes,No,18.0,No,No,No,No,2.0,Missing,USA,Yes,Non-standard,Yes,0.822940572,0.555673836,Same Domain,Yes,Yes,No,Yes,27372.0,0.0,3792.0,2.0,No,2.0,1418.0,0
https://www.icnoqukbez.com,4839.0,377.0,Yes,No,77.0,No,Yes,Yes,No,0.0,Invalid,Canada,Yes,Non-standard,No,0.280513801,0.3800158,Different Domain,Yes,No,Yes,No,25309.0,0.0,15106.0,0.0,No,2.0,44.0,0
https://www.xlfnqtyvvu.com,6044.0,681.0,Yes,No,73.0,Yes,No,No,Yes,1.0,Invalid,USA,Yes,Non-standard,No,0.976313823,0.740665028,Same Domain,No,Yes,Yes,Yes,77903.0,0.0,162.0,3.0,Yes,1.0,2020.0,1
https://www.gskubrdexd.com,3191.0,-41.0,No,Yes,30.0,No,No,No,Yes,3.0,Invalid,Russia,No,Non-standard,No,0.809104786,0.37424572,Empty,Yes,No,Yes,No,74030.0,4.0,2247.0,4.0,Yes,1.0,3081.0,1
https://www.ucnttninbk.com,6172.0,395.0,No,No,75.0,No,Yes,No,Yes,3.0,Missing,Brazil,Yes,Standard,No,0.906553189,0.136147114,Different Domain,Yes,No,Yes,No,58277.0,2.0,16097.0,0.0,Yes,2.0,3531.0,0
https://www.imkfxiilrh.com,2849.0,3498.0,Yes,Yes,50.0,No,No,Yes,No,3.0,Valid,China,Yes,Standard,No,0.946652713,0.321619544,Empty,No,Yes,Yes,No,79495.0,3.0,10150.0,2.0,No,1.0,3753.0,1
https://www.mnrzowztba.com,7088.0,1283.0,Yes,No,39.0,Yes,Yes,Yes,Yes,4.0,Invalid,USA,Yes,Standard,Yes,0.105694366,0.449049934,Different Domain,Yes,Yes,Yes,No,58219.0,3.0,13574.0,0.0,Yes,4.0,2094.0,1
https://www.dfjgakkyif.com,6724.0,1587.0,No,No,18.0,No,Yes,No,Yes,3.0,Invalid,Brazil,No,Standard,Yes,0.678202159,0.256781564,Empty,Yes,Yes,Yes,Yes,56079.0,1.0,4999.0,2.0,Yes,4.0,1840.0,0
https://www.eafgowtwuf.com,2148.0,987.0,No,Yes,68.0,Yes,No,No,No,2.0,Valid,Russia,Yes,Non-standard,Yes,0.430551028,0.972164227,Same Domain,No,Yes,No,No,73077.0,3.0,16829.0,3.0,Yes,1.0,4008.0,1
https://www.jermdqkozt.com,3271.0,1326.0,Yes,Yes,25.0,No,No,Yes,Yes,0.0,Invalid,Brazil,No,Standard,Yes,0.782190867,0.694581638,Different Domain,No,Yes,Yes,Yes,39719.0,1.0,10085.0,0.0,No,4.0,1737.0,1
https://www.xgjxnfgjli.com,4182.0,3467.0,Yes,No,20.0,No,No,No,No,1.0,Valid,USA,Yes,Non-standard,Yes,0.085533821,0.472992636,Different Domain,Yes,No,Yes,No,98959.0,4.0,5837.0,2.0,Yes,4.0,2714.0,0
https://www.kigosjtnwt.com,6186.0,2581.0,Yes,Yes,34.0,Yes,No,No,Yes,2.0,Missing,Canada,No,Non-standard,Yes,0.238875028,0.729432561,Empty,No,No,No,No,50533.0,3.0,16509.0,3.0,Yes,3.0,4847.0,1
https://www.izgpmipgaz.com,147.0,1194.0,No,No,17.0,No,Yes,No,No,2.0,Valid,Russia,No,Standard,No,0.603984922,0.455612961,Different Domain,No,Yes,Yes,No,39428.0,4.0,1169.0,4.0,Yes,1.0,4494.0,0
https://www.wdtqmwheqm.com,4327.0,2514.0,Yes,No,54.0,Yes,Yes,No,No,4.0,Invalid,Russia,No,Non-standard,No,0.968871046,0.107984411,Different Domain,No,Yes,No,No,3174.0,1.0,7801.0,0.0,No,4.0,2192.0,1
https://www.xllkillhgi.com,3897.0,2690.0,Yes,No,62.0,Yes,No,No,Yes,4.0,Valid,Brazil,No,Non-standard,Yes,0.690325646,0.44416567,Different Domain,Yes,Yes,Yes,Yes,28243.0,1.0,14580.0,2.0,Yes,3.0,2945.0,1
https://www.vlqlvgmjxp.com,562.0,1849.0,No,Yes,78.0,Yes,No,Yes,Yes,0.0,Invalid,Brazil,Yes,Non-standard,Yes,0.462626693,0.483310148,Empty,No,Yes,Yes,Yes,91200.0,0.0,16225.0,4.0,No,0.0,1771.0,1
https://www.yjazciprwb.com,2037.0,150.0,No,Yes,46.0,Yes,Yes,No,No,3.0,Missing,Canada,No,Non-standard,No,0.358578578,0.190044289,Same Domain,No,No,Yes,No,27320.0,0.0,4571.0,1.0,Yes,1.0,3683.0,1
https://www.jdjpxwjsxz.com,5439.0,1427.0,No,No,60.0,Yes,No,Yes,No,1.0,Valid,Brazil,No,Non-standard,No,0.529794183,0.033834177,Different Domain,Yes,Yes,Yes,Yes,27097.0,4.0,17234.0,1.0,Yes,4.0,4286.0,0
https://www.hheabzgcgn.com,1246.0,-179.0,Yes,Yes,90.0,No,No,No,Yes,0.0,Missing,China,Yes,Non-standard,No,0.001864413,0.310323975,Empty,No,Yes,No,No,87020.0,6.0,11449.0,2.0,Yes,1.0,2919.0,1
https://www.ikepagxyuy.com,3719.0,1232.0,Yes,No,22.0,Yes,No,No,Yes,3.0,Invalid,Russia,Yes,Non-standard,No,0.062256312,0.446653773,Empty,Yes,Yes,Yes,Yes,84968.0,5.0,10814.0,0.0,Yes,0.0,4958.0,1
https://www.hgqfzibqwq.com,3839.0,3043.0,Yes,No,43.0,Yes,No,No,Yes,4.0,Missing,China,Yes,Non-standard,Yes,0.470444387,0.660373178,Same Domain,Yes,No,No,No,33757.0,0.0,6762.0,2.0,No,1.0,4423.0,1
https://www.lslcimeefe.com,2376.0,2305.0,Yes,No,14.0,Yes,No,No,No,1.0,Missing,Russia,Yes,Standard,No,0.353322559,0.366271294,Different Domain,No,Yes,No,No,46464.0,0.0,1011.0,2.0,No,4.0,2240.0,1
https://www.cuuelcduxb.com,2993.0,2215.0,Yes,No,21.0,No,No,No,No,4.0,Missing,USA,No,Standard,Yes,0.776687525,0.638578133,Different Domain,Yes,No,No,No,61296.0,8.0,1834.0,2.0,No,4.0,4151.0,0
https://www.aruvveqqei.com,6979.0,2141.0,No,Yes,63.0,Yes,No,Yes,No,2.0,Valid,Canada,No,Non-standard,No,0.984732915,0.704387426,Same Domain,Yes,Yes,Yes,No,1940.0,9.0,8512.0,3.0,No,3.0,680.0,1
https://www.dmzyamchff.com,1613.0,-296.0,No,Yes,63.0,No,No,No,No,2.0,Valid,USA,Yes,Standard,No,0.148455318,0.532598396,Different Domain,No,Yes,No,No,94854.0,8.0,15775.0,1.0,No,2.0,638.0,1
https://www.fuewjxuoyt.com,4285.0,202.0,No,Yes,85.0,No,Yes,Yes,No,4.0,Valid,Brazil,No,Standard,Yes,0.245931691,0.095257131,Different Domain,No,Yes,Yes,Yes,82478.0,7.0,4491.0,0.0,No,1.0,1707.0,1
https://www.eigrjlvask.com,1716.0,-41.0,Yes,Yes,18.0,Yes,No,No,No,2.0,Valid,China,No,Non-standard,No,0.124127585,0.727385788,Same Domain,No,Yes,No,Yes,76221.0,4.0,11897.0,3.0,Yes,2.0,706.0,1
https://www.ztgwjtefle.com,6303.0,76.0,No,No,42.0,No,Yes,No,No,0.0,Invalid,USA,No,Standard,Yes,0.667155945,0.487994795,Empty,Yes,No,No,Yes,60175.0,5.0,14244.0,2.0,Yes,1.0,3012.0,0
https://www.ohoinrxiyk.com,5345.0,2620.0,No,No,66.0,No,No,No,No,1.0,Valid,Canada,No,Non-standard,Yes,0.817158484,0.159513329,Different Domain,Yes,Yes,Yes,No,50828.0,9.0,11907.0,2.0,No,3.0,720.0,0
https://www.ukymrajxxf.com,521.0,348.0,Yes,Yes,25.0,No,Yes,No,Yes,3.0,Missing,Russia,Yes,Non-standard,No,0.182267588,0.43741117,Empty,No,Yes,Yes,No,26826.0,4.0,979.0,3.0,No,4.0,1382.0,1
https://www.yerrdohqui.com,4878.0,132.0,No,Yes,88.0,No,No,Yes,Yes,4.0,Missing,Russia,Yes,Non-standard,Yes,0.890553586,0.976369908,Same Domain,Yes,No,No,No,82653.0,2.0,9728.0,3.0,No,0.0,2063.0,1
https://www.enkmetioep.com,2461.0,3277.0,Yes,No,99.0,Yes,No,Yes,Yes,4.0,Invalid,Canada,Yes,Standard,No,0.174648195,0.326239652,Different Domain,Yes,Yes,No,No,10274.0,0.0,384.0,2.0,Yes,1.0,1946.0,1
https://www.gicskrbzfg.com,3243.0,2039.0,No,No,62.0,No,No,No,No,0.0,Valid,USA,Yes,Non-standard,No,0.160438934,0.164588953,Same Domain,No,Yes,No,Yes,64917.0,6.0,1471.0,2.0,No,1.0,1787.0,0
https://www.xwbknyflab.com,2160.0,2864.0,Yes,No,50.0,Yes,No,Yes,Yes,1.0,Valid,China,No,Non-standard,No,0.897041434,0.412083967,Same Domain,Yes,Yes,No,No,57847.0,8.0,18298.0,3.0,Yes,1.0,695.0,1
https://www.qlypadskts.com,7031.0,203.0,No,Yes,69.0,No,No,Yes,No,2.0,Missing,Canada,Yes,Non-standard,Yes,0.497916125,0.240539193,Same Domain,No,Yes,Yes,Yes,14189.0,8.0,3787.0,2.0,No,1.0,10.0,1
https://www.kljinlqoat.com,4066.0,706.0,Yes,Yes,13.0,Yes,Yes,No,Yes,2.0,Invalid,Brazil,Yes,Standard,Yes,0.211092287,0.274645004,Same Domain,No,Yes,Yes,No,92646.0,3.0,10105.0,1.0,Yes,4.0,3996.0,1
https://www.tbylfygmuq.com,6265.0,3034.0,No,No,94.0,Yes,Yes,No,No,4.0,Missing,China,Yes,Standard,No,0.867155205,0.84221021,Different Domain,No,Yes,Yes,No,70973.0,4.0,8163.0,0.0,No,0.0,4363.0,0
https://www.vqbsjqydqx.com,4758.0,2428.0,No,Yes,91.0,No,No,No,No,1.0,Invalid,USA,No,Standard,No,0.818516802,0.046390577,Same Domain,No,Yes,No,Yes,15684.0,2.0,19775.0,0.0,Yes,0.0,4389.0,0
https://www.wozacdldko.com,4351.0,-50.0,No,Yes,67.0,No,Yes,Yes,No,4.0,Invalid,Russia,No,Non-standard,No,0.588786741,0.148146297,Different Domain,No,No,Yes,No,39654.0,0.0,19598.0,3.0,Yes,2.0,1763.0,1
https://www.ocpwmtawzy.com,4865.0,54.0,Yes,No,89.0,Yes,Yes,No,Yes,1.0,Invalid,USA,No,Standard,Yes,0.327096512,0.10174381,Same Domain,No,Yes,No,Yes,79807.0,2.0,19373.0,0.0,Yes,1.0,3977.0,1
https://www.tnfcmtwjdn.com,282.0,1102.0,No,Yes,68.0,Yes,No,Yes,No,0.0,Missing,USA,No,Non-standard,No,0.138230547,0.547210945,Same Domain,No,No,No,Yes,47914.0,2.0,7602.0,2.0,Yes,1.0,3161.0,1
https://www.joodllwtvy.com,4082.0,2325.0,Yes,Yes,54.0,No,Yes,No,Yes,1.0,Valid,Canada,Yes,Non-standard,No,0.251104204,0.695516263,Empty,Yes,Yes,Yes,Yes,21670.0,4.0,17126.0,1.0,Yes,2.0,1262.0,1
https://www.facgquaooj.com,4183.0,1739.0,Yes,No,24.0,Yes,Yes,Yes,Yes,2.0,Valid,Brazil,No,Standard,Yes,0.471911989,0.403568922,Empty,Yes,Yes,No,Yes,32252.0,3.0,1800.0,4.0,Yes,1.0,4897.0,1
https://www.asnqkikxmx.com,2325.0,611.0,Yes,Yes,49.0,No,Yes,Yes,Yes,2.0,Missing,USA,Yes,Standard,Yes,0.695741306,0.808142114,Empty,No,Yes,Yes,Yes,79171.0,3.0,17426.0,0.0,Yes,0.0,3660.0,1
https://www.ijfytgadif.com,3754.0,2884.0,Yes,No,92.0,No,Yes,No,No,4.0,Valid,USA,Yes,Non-standard,Yes,0.484492611,0.447094668,Different Domain,No,No,No,Yes,90874.0,7.0,18464.0,0.0,Yes,2.0,3691.0,0
https://www.raqjxfkqeg.com,2743.0,2977.0,Yes,No,15.0,No,No,No,Yes,2.0,Valid,Russia,Yes,Standard,Yes,0.972695532,0.733640769,Different Domain,Yes,No,Yes,Yes,26904.0,2.0,9413.0,3.0,Yes,4.0,3668.0,0
https://www.vemvmevvaj.com,702.0,482.0,Yes,Yes,82.0,Yes,No,Yes,Yes,1.0,Missing,Canada,No,Standard,No,0.528805897,0.061217475,Empty,No,Yes,Yes,No,43091.0,7.0,16540.0,4.0,Yes,4.0,4933.0,1
https://www.uwodexsxod.com,1304.0,2056.0,Yes,No,40.0,Yes,No,Yes,No,0.0,Valid,China,No,Non-standard,Yes,0.777529457,0.244915728,Different Domain,Yes,Yes,Yes,Yes,39240.0,4.0,4967.0,0.0,Yes,0.0,4313.0,1
https://www.hbgvflnfnr.com,5995.0,1384.0,No,No,72.0,Yes,Yes,No,No,0.0,Invalid,China,No,Non-standard,No,0.538146244,0.857571093,Empty,No,No,Yes,No,64289.0,0.0,4389.0,3.0,Yes,1.0,844.0,0
https://www.zxxzxgxaes.com,1284.0,862.0,Yes,No,47.0,Yes,No,Yes,Yes,1.0,Valid,Russia,Yes,Standard,Yes,0.723912126,0.351513504,Same Domain,Yes,Yes,Yes,No,19911.0,1.0,4394.0,3.0,Yes,2.0,19.0,1
https://www.tflrnsjjxn.com,514.0,1571.0,No,No,63.0,No,No,Yes,No,1.0,Missing,Brazil,Yes,Non-standard,Yes,0.655472268,0.2020455,Empty,Yes,Yes,Yes,No,88021.0,0.0,11152.0,4.0,No,1.0,2545.0,0
https://www.wxhbucxhqc.com,4969.0,3525.0,No,Yes,89.0,Yes,Yes,Yes,No,0.0,Valid,China,Yes,Standard,No,0.87471404,0.36368832,Empty,No,Yes,Yes,Yes,70477.0,0.0,10777.0,4.0,Yes,3.0,3925.0,1
https://www.caueiswzlg.com,2520.0,-152.0,Yes,No,56.0,Yes,Yes,No,No,0.0,Missing,Brazil,No,Standard,No,0.332876657,0.073532601,Same Domain,Yes,No,No,No,15835.0,8.0,19724.0,2.0,No,0.0,2736.0,1
https://www.pnlcwdgkmk.com,1428.0,1743.0,No,Yes,13.0,Yes,Yes,Yes,Yes,1.0,Invalid,Russia,No,Non-standard,Yes,0.68343641,0.295594379,Same Domain,Yes,Yes,No,No,82406.0,9.0,12224.0,3.0,Yes,0.0,3368.0,1
https://www.lunasomehw.com,5850.0,1694.0,Yes,No,71.0,Yes,No,No,Yes,1.0,Valid,USA,Yes,Standard,No,0.81139116,0.690893987,Empty,Yes,No,Yes,Yes,83097.0,5.0,5841.0,4.0,No,1.0,4023.0,1
