URL,Phishing attack,Domain Age,Domain Registration Length,Having IP Address,HTTPS Token,URL Length,URL Shortening,@ Symbol,"Redirecting ""//""",Prefix/Suffix in Domain,Subdomains,SSL Final State,Domain Registration Country,Favicon Hosting,Port,HTTPS in URL,Request URL Ratio,Links in Meta/Script/Link,Server Form Handler (SFH),Submitting to Email,Iframe Redirection,Age of Domain,DNS Record,Website Traffic,PageRank,Content Length,Special Characters in Domain,Email in URL,Sensitive Words in URL,Response Time
https://www.wxhbucxhqc.com,1,4969,3525,No,Yes,89,Yes,Yes,Yes,No,0,Valid,China,Yes,Standard,No,0.87471404,0.36368832,Empty,No,Yes,Yes,Yes,70477,0,10777,4,Yes,3,3925
https://www.icaoedupqt.com,1,3562,,Yes,No,66,Yes,,Yes,Yes,3,Invalid,USA,Yes,Non-standard,Yes,0.054371971,0.557910268,Same Domain,,Yes,Yes,No,21575,2,17145,4,Yes,0,4713
https://www.caueiswzlg.com,1,2520,-152,Yes,No,56,Yes,Yes,No,No,0,Missing,Brazil,No,Standard,No,0.332876657,0.073532601,Same Domain,Yes,No,No,No,15835,8,19724,2,No,0,2736
https://www.xohgmgewli.com,0,3081,,No,No,45,No,Yes,Yes,No,1,Valid,China,No,,Yes,0.807194062,0.041619962,Different Domain,No,No,Yes,No,66086,5,11714,0,Yes,3,4605
https://www.pnlcwdgkmk.com,1,1428,1743,No,Yes,13,Yes,Yes,Yes,Yes,1,Invalid,Russia,No,Non-standard,Yes,0.68343641,0.295594379,Same Domain,Yes,Yes,No,No,82406,9,12224,3,Yes,0,3368
https://www.qwdhisrwyn.com,1,3967,332,No,No,84,Yes,Yes,No,No,1,Invalid,USA,Yes,Non-standard,Yes,0.755301421,0.012326911,Different Domain,No,No,Yes,No,,3,49,2,Yes,,4954
https://www.tgmeklyhmm.com,1,6445,3249,No,Yes,33,Yes,No,Yes,No,1,Valid,Brazil,Yes,Non-standard,Yes,0.543199659,0.277621489,Empty,Yes,Yes,,Yes,97919,5,618,4,Yes,1,3353
https://www.iasbtkpnch.com,0,6374,877,No,Yes,91,No,Yes,No,Yes,4,Invalid,USA,Yes,Non-standard,,0.381839099,0.522269755,,,No,No,Yes,21665,4,3928,0,Yes,4,1621
https://www.lunasomehw.com,1,5850,1694,Yes,No,71,Yes,No,No,Yes,1,Valid,USA,Yes,Standard,No,0.81139116,0.690893987,Empty,Yes,No,Yes,Yes,83097,5,5841,4,No,1,4023
https://www.fjlcxsdaem.com,0,922,2496,No,Yes,11,,Yes,No,Yes,3,Invalid,Brazil,Yes,Non-standard,No,,0.251311987,Different Domain,No,No,Yes,Yes,6916,3,17260,1,Yes,4,1707
,1,3137,3121,Yes,Yes,24,Yes,No,Yes,Yes,0,Missing,Brazil,Yes,Non-standard,Yes,0.51501624,0.407357225,Empty,No,No,No,Yes,91350,8,3148,1,No,2,4619
https://www.axwynudqqq.com,0,7080,1714,Yes,No,84,No,No,Yes,Yes,2,Missing,Brazil,No,Non-standard,No,0.73484425,0.382903014,Different Domain,No,No,Yes,Yes,76041,,18194,0,Yes,4,1271
https://www.hwuhynrohv.com,1,2159,818,Yes,No,58,No,No,Yes,No,,Missing,Russia,Yes,Standard,No,0.190867082,0.327576794,,No,Yes,,Yes,86342,6,9297,4,No,1,2210
,1,5132,635,Yes,Yes,96,Yes,Yes,No,No,4,Missing,Canada,Yes,Non-standard,,0.586004266,0.388591971,Same Domain,Yes,Yes,No,No,94008,2,12694,3,No,1,3928
https://www.qnpavqcwip.com,0,5512,-129,No,No,44,No,No,Yes,No,2,Missing,USA,,Non-standard,No,0.304414774,0.488086531,Different Domain,Yes,Yes,No,Yes,47200,6,15338,1,No,3,1082
https://www.cradhwbgih.com,0,2547,3445,No,No,56,Yes,No,No,No,1,Missing,China,No,Standard,No,0.021449422,0.198501902,Empty,Yes,No,,No,85833,5,15312,3,No,1,4961
https://www.axwfofssyg.com,1,2979,839,Yes,Yes,33,No,,No,Yes,2,Missing,Canada,Yes,Standard,No,0.748867885,0.46459611,Same Domain,No,Yes,No,No,45307,1,10537,3,Yes,2,873
https://www.amevpynhoz.com,1,6741,3535,Yes,Yes,92,Yes,Yes,Yes,Yes,3,Valid,China,No,Standard,No,0.474685516,0.260467211,Empty,Yes,No,No,Yes,48607,1,19491,3,Yes,1,1163
https://www.gveysragui.com,0,2281,2240,No,No,69,Yes,No,Yes,No,1,Valid,China,Yes,Standard,No,0.903247429,0.063588074,Different Domain,No,Yes,Yes,,49975,8,19876,0,Yes,1,870
https://www.qkyeanjkyk.com,1,2649,3047,Yes,No,86,Yes,Yes,No,No,2,Valid,China,No,Standard,No,,0.21356851,Empty,Yes,,Yes,Yes,41101,4,15375,4,Yes,0,2299
https://www.pofmgrghdt.com,0,313,,No,Yes,57,No,Yes,No,No,1,Invalid,,Yes,Standard,No,0.010189239,0.934056702,Same Domain,No,Yes,Yes,Yes,73745,2,8921,0,Yes,2,1270
https://www.jpdwypwyjg.com,0,2613,738,Yes,No,32,No,Yes,Yes,No,4,,Russia,No,Non-standard,Yes,0.408747296,0.505247123,Empty,Yes,No,No,Yes,76746,3,8415,2,No,4,2768
https://www.nkwbohxrys.com,1,3083,281,No,Yes,21,No,No,Yes,No,3,Missing,Canada,No,Standard,Yes,0.17107373,0.982577574,Different Domain,No,No,Yes,No,40986,2,1521,1,,0,2338
https://www.njmeqdtyjm.com,1,2256,3478,Yes,Yes,50,Yes,No,No,Yes,0,Missing,Brazil,No,Standard,No,0.921078838,0.225209315,Empty,No,No,Yes,,20213,4,19709,3,Yes,1,1226
https://www.lcmndvmgfy.com,1,6093,2669,Yes,No,38,No,Yes,No,No,1,Invalid,Russia,Yes,Standard,No,0.445799018,0.292037932,Same Domain,Yes,Yes,No,No,42628,3,13431,4,No,0,
https://www.fgaibjrlih.com,1,1037,2502,Yes,No,79,Yes,No,Yes,No,3,,USA,Yes,Non-standard,Yes,0.510693919,0.64043232,Empty,Yes,Yes,No,No,87009,,9700,3,No,0,4319
https://www.pxoebtetyv.com,0,5752,3465,No,No,,No,Yes,No,No,4,Invalid,Canada,Yes,Standard,Yes,0.365496509,0.355347461,Empty,Yes,Yes,No,Yes,51637,9,5341,0,No,1,2062
,1,3489,107,,No,,Yes,Yes,Yes,No,4,Missing,USA,No,Non-standard,Yes,0.522224243,0.361195992,Empty,No,Yes,Yes,Yes,47322,4,9428,4,Yes,2,1294
https://www.xkhzqunhcy.com,0,7187,3377,No,No,40,Yes,Yes,Yes,Yes,3,Missing,China,Yes,Standard,Yes,0.082792167,0.84391488,Empty,No,Yes,Yes,,60625,4,5720,2,,1,2717
https://www.mlzcjmgmgg.com,1,2634,3421,Yes,Yes,30,Yes,Yes,No,Yes,2,Missing,USA,No,Standard,Yes,0.458733104,0.029198179,Different Domain,No,,Yes,Yes,38708,8,7740,0,Yes,0,766
https://www.nykksujqsi.com,1,3983,-254,,No,33,Yes,Yes,No,No,3,Invalid,Russia,No,Standard,No,0.66344332,,Same Domain,Yes,Yes,No,Yes,15232,0,207,4,No,2,749
https://www.hsdzjzxdyp.com,1,1778,,Yes,Yes,81,No,No,Yes,No,2,Missing,USA,No,Standard,Yes,0.372254418,0.880320114,Empty,Yes,Yes,Yes,,17743,8,5407,1,No,2,3250
https://www.ydaofyabgy.com,1,5110,,Yes,No,18,Yes,Yes,No,Yes,2,Invalid,China,Yes,Standard,Yes,0.392667418,0.174258942,Empty,No,Yes,No,No,8315,5,6456,0,No,2,4106
https://www.aisjtysvza.com,1,5189,1289,Yes,Yes,31,No,No,Yes,,3,Missing,China,Yes,Standard,No,0.83741959,0.403486024,Same Domain,Yes,No,Yes,No,89126,5,2633,,Yes,2,1551
,1,3895,17,Yes,No,13,Yes,Yes,No,Yes,4,Valid,Russia,Yes,Standard,Yes,0.536626241,0.809130449,Different Domain,Yes,Yes,Yes,No,25393,6,19329,4,,1,3126
https://www.byvwcaazev.com,1,1124,-349,No,No,86,Yes,Yes,No,No,0,Valid,Canada,Yes,Non-standard,Yes,0.587648321,0.535068931,Same Domain,No,Yes,No,No,79403,7,,2,,2,1735
https://www.euiwavdsce.com,1,,127,,Yes,12,Yes,No,No,No,0,Invalid,Brazil,Yes,Standard,No,0.296816631,0.357703654,Empty,,No,Yes,No,42016,3,16929,4,No,2,4220
https://www.tdhcpztggv.com,1,2179,3037,No,,37,No,No,No,No,3,,Canada,,,Yes,0.48297979,0.625922074,Different Domain,Yes,Yes,No,Yes,44639,8,18844,4,Yes,0,3612
https://www.ekqvmrongy.com,1,1404,2608,Yes,No,99,Yes,No,Yes,No,1,,Brazil,No,Non-standard,No,0.053960658,0.324715904,Different Domain,No,No,No,Yes,56860,1,15206,3,No,4,3670
https://www.srryrdaroy.com,1,5251,3445,No,Yes,24,Yes,No,Yes,No,3,Missing,Russia,Yes,Standard,Yes,0.430296934,0.626309515,Same Domain,Yes,No,Yes,No,76971,7,12605,2,Yes,1,4319
https://www.illggdomix.com,1,1043,1531,Yes,Yes,17,Yes,Yes,,No,0,Missing,Russia,Yes,Standard,,0.802695636,0.145030349,Same Domain,Yes,Yes,No,No,39906,0,6504,0,,4,225
https://www.yqrrwwmhxd.com,1,1929,1144,Yes,Yes,57,Yes,Yes,No,No,3,Missing,Russia,No,Standard,Yes,0.161457409,0.225406259,Empty,Yes,Yes,No,No,,7,19870,2,No,0,214
https://www.zodfhvtgwl.com,0,6679,3112,No,No,97,No,No,Yes,No,4,Invalid,China,Yes,Standard,Yes,0.764477686,0.014684266,Empty,No,No,Yes,No,5773,3,3053,2,Yes,,4257
https://www.whskyerolk.com,1,1013,-249,Yes,Yes,61,Yes,No,No,No,0,Missing,Canada,Yes,Non-standard,Yes,0.374215631,0.184488008,Different Domain,Yes,No,Yes,No,81572,3,2493,1,No,,1135
,1,226,1213,Yes,Yes,64,Yes,No,No,No,0,Missing,Brazil,Yes,Standard,No,0.027061712,0.130722572,Different Domain,No,Yes,Yes,No,52711,4,12271,4,Yes,2,2914
https://www.raqbvqafau.com,1,1828,514,Yes,No,46,Yes,No,Yes,No,0,Invalid,Canada,No,Non-standard,No,0.953207849,0.598097262,Different Domain,Yes,Yes,No,Yes,45095,5,19805,3,Yes,4,2025
,1,5588,1797,Yes,No,13,No,No,Yes,Yes,4,,Brazil,Yes,Non-standard,Yes,0.181357714,0.944380696,Same Domain,No,No,,No,93157,4,17701,4,No,0,71
https://www.dpifbqyeyi.com,0,4917,1453,Yes,No,64,No,No,,Yes,,Valid,USA,,,Yes,0.334768437,0.215365873,Same Domain,Yes,No,Yes,,27958,4,10041,0,No,2,1872
https://www.xrrcshsvuc.com,0,2023,1207,No,No,21,Yes,No,No,No,1,Missing,Canada,Yes,Standard,Yes,0.480727818,0.129312672,Empty,No,Yes,No,No,27167,4,17098,1,No,0,3823
https://www.punorricby.com,0,4966,2496,No,No,28,,No,No,No,0,Invalid,USA,Yes,Non-standard,Yes,0.94944322,0.535285388,Different Domain,Yes,Yes,Yes,No,44400,2,17450,4,No,0,4668
https://www.xkctvivrzi.com,1,2452,1283,Yes,No,88,Yes,Yes,No,,3,Invalid,Russia,Yes,Non-standard,No,0.581167661,0.181077351,Different Domain,No,Yes,No,No,83199,0,16517,2,No,4,
https://www.quwbmxpdcu.com,1,6345,,Yes,Yes,66,No,Yes,No,Yes,1,,China,Yes,Standard,Yes,0.90534092,0.541638824,Empty,No,,Yes,Yes,42249,5,9516,4,No,1,2308
https://www.balxssrpsh.com,1,2085,278,No,Yes,46,Yes,No,No,No,2,Missing,China,,Non-standard,Yes,0.564465201,0.504453705,Different Domain,Yes,No,,Yes,,0,3590,4,Yes,,2411
https://www.hlicgbsjug.com,0,7085,994,No,No,85,Yes,Yes,Yes,No,0,Valid,Canada,Yes,Standard,No,0.205395819,0.019410701,Same Domain,Yes,No,Yes,No,92766,4,16183,2,No,0,2387
https://www.viqjenkzxa.com,1,5891,-30,No,Yes,92,No,No,Yes,No,2,Missing,USA,No,Standard,No,0.564371677,0.964342633,Different Domain,No,Yes,Yes,No,97845,4,5198,0,Yes,3,4510
https://www.ilhmvqsawz.com,1,4283,2604,Yes,Yes,16,Yes,Yes,No,Yes,2,Invalid,USA,No,Non-standard,No,0.100444411,0.201407126,Same Domain,No,No,Yes,No,37227,2,5738,4,Yes,3,3855
https://www.anckilacct.com,1,1080,3595,No,Yes,64,Yes,No,Yes,No,4,Invalid,Brazil,No,Standard,Yes,0.117058895,0.894837135,Same Domain,Yes,No,Yes,Yes,17799,3,19484,3,No,,1055
https://www.stlfevpqyu.com,0,5036,3446,No,Yes,37,No,Yes,Yes,Yes,3,Valid,Canada,,Standard,Yes,0.115665172,0.383079398,Empty,Yes,Yes,,No,70585,9,6501,0,Yes,3,866
,1,7187,-219,Yes,No,46,Yes,No,Yes,No,3,,Canada,No,Non-standard,No,0.012252741,0.158376073,,No,Yes,No,No,91386,6,1654,2,No,3,4264
https://www.qpwwkupapa.com,1,2320,-244,Yes,No,93,Yes,Yes,,Yes,2,Invalid,USA,Yes,Standard,Yes,0.151286721,0.106784477,Same Domain,No,No,No,No,78766,8,15107,4,Yes,1,567
https://www.xwpyloavjj.com,1,,-285,No,Yes,70,Yes,Yes,Yes,Yes,4,Missing,USA,Yes,Non-standard,Yes,0.352978882,0.510679949,Different Domain,Yes,Yes,No,Yes,32532,7,10012,3,Yes,0,776
https://www.vcvzguxreb.com,0,2630,2367,Yes,No,84,No,No,Yes,No,1,Valid,China,No,Standard,No,0.072116288,,Same Domain,Yes,No,No,No,40580,5,7695,1,,3,2987
https://www.ocujzorlfs.com,0,,3372,No,Yes,48,No,Yes,Yes,No,0,Valid,Canada,Yes,Standard,,0.006162873,,Same Domain,No,No,No,No,79396,7,19320,2,Yes,2,966
https://www.kdzwodwswe.com,1,3292,2344,No,Yes,32,Yes,Yes,Yes,Yes,1,Missing,China,No,Non-standard,Yes,0.112271821,0.201441495,Empty,No,Yes,No,No,2757,8,12593,3,Yes,1,4198
https://www.petlupksfk.com,0,4621,2057,Yes,No,61,No,Yes,No,No,0,Missing,Russia,No,Non-standard,Yes,0.936058032,0.723645328,Empty,No,Yes,Yes,No,47858,8,12945,0,No,4,
https://www.kmdhpgyvjy.com,1,3586,3276,Yes,Yes,93,Yes,Yes,Yes,Yes,2,Valid,Russia,No,Non-standard,No,0.525637715,0.185790947,Different Domain,No,Yes,No,No,35632,2,13012,3,No,4,1387
https://www.pobczcvbia.com,0,4431,1745,No,No,93,No,No,No,Yes,4,Invalid,USA,Yes,Non-standard,No,0.435023592,0.871706268,Different Domain,Yes,Yes,No,Yes,66493,2,7768,3,Yes,2,353
https://www.nuxaobgock.com,1,6841,138,Yes,No,20,No,No,Yes,,4,Valid,Brazil,Yes,Non-standard,No,0.487157284,0.510455614,Empty,No,Yes,No,Yes,16834,9,4323,3,No,1,4075
https://www.bnwwreddeg.com,1,5174,302,Yes,No,75,No,No,No,Yes,3,Missing,USA,Yes,Non-standard,No,0.554808558,0.831202818,Different Domain,Yes,Yes,Yes,Yes,96048,3,11177,1,Yes,4,1224
,1,6643,2131,Yes,No,22,Yes,Yes,No,Yes,3,,Canada,Yes,Non-standard,No,,0.437511577,Different Domain,No,No,No,No,71349,0,9770,1,Yes,0,2994
https://www.qarvxyhzzd.com,1,2947,3134,Yes,,86,No,No,Yes,Yes,1,,USA,No,Standard,No,0.584756515,0.175250057,Same Domain,Yes,No,No,No,7557,1,10949,,No,4,1284
,1,3959,2550,Yes,,50,Yes,Yes,No,No,3,Valid,China,Yes,Standard,No,0.834223375,0.539330519,Different Domain,No,Yes,Yes,Yes,79605,7,11331,3,No,3,2485
https://www.ramdhzohdm.com,1,2813,3133,Yes,No,58,Yes,Yes,Yes,No,0,Valid,USA,No,Non-standard,Yes,0.560645312,0.272549891,Different Domain,No,No,No,Yes,29113,0,6914,2,No,2,4776
,1,2583,1079,Yes,No,24,No,Yes,Yes,Yes,4,Invalid,China,Yes,Non-standard,Yes,0.883047656,0.184620465,,No,No,No,No,22665,7,14137,4,No,3,4770
https://www.lmxwsxkhyv.com,0,161,980,No,No,65,Yes,No,Yes,No,4,Invalid,Russia,No,Non-standard,Yes,,0.90378189,Same Domain,No,Yes,No,,22279,6,5683,0,Yes,2,1809
https://www.gwmpwmaetc.com,1,593,3619,Yes,Yes,,No,No,Yes,No,2,Invalid,China,No,Standard,Yes,0.825886339,0.551441077,Different Domain,Yes,Yes,No,No,,1,6223,0,No,2,3054
https://www.picavxrpfh.com,0,6034,2362,No,No,40,Yes,Yes,No,No,2,Invalid,Canada,No,Standard,No,0.662614305,0.80031219,Empty,Yes,No,No,Yes,5784,,8342,3,,3,656
https://www.ynzwxtwdtc.com,1,,824,Yes,Yes,70,Yes,,Yes,Yes,1,Missing,USA,No,Standard,No,0.603672029,0.775969882,Different Domain,Yes,No,Yes,Yes,8865,0,19407,4,Yes,4,3968
https://www.cswlptyitu.com,0,3259,1255,No,No,67,Yes,No,No,No,2,Valid,Canada,No,Non-standard,No,0.588773326,0.001075754,Empty,Yes,Yes,No,No,34007,6,17720,,No,0,3885
https://www.rwrhfoizos.com,1,4155,1615,Yes,Yes,96,No,Yes,No,No,0,Valid,China,,Standard,No,0.118946074,0.885872946,Same Domain,Yes,Yes,No,No,15232,8,7660,4,Yes,2,374
,1,2962,1307,No,,69,Yes,Yes,Yes,No,3,Valid,China,No,Non-standard,No,0.641942442,0.773363558,Different Domain,No,No,Yes,No,97475,0,,3,No,3,302
https://www.pcjdrkhyrx.com,0,3888,2143,Yes,No,62,No,No,No,Yes,3,Valid,China,Yes,Standard,Yes,0.398780187,0.268748233,Empty,No,No,Yes,No,19788,4,3274,2,No,2,4761
https://www.praixavnlv.com,1,3390,93,No,No,,Yes,No,No,,1,Valid,China,Yes,Non-standard,No,0.063256698,,Same Domain,No,Yes,Yes,Yes,75798,7,,1,No,1,4698
https://www.fdqspxcfqe.com,1,5997,847,Yes,Yes,70,Yes,Yes,No,No,3,Missing,China,,Non-standard,Yes,0.205256104,0.05682719,Different Domain,No,No,Yes,No,28042,,11904,0,Yes,1,2061
https://www.dnhgaynsul.com,1,6354,98,Yes,Yes,89,Yes,No,Yes,Yes,4,Missing,USA,No,Non-standard,No,0.44257797,0.092498136,Empty,No,Yes,No,Yes,17379,6,14585,3,Yes,3,1472
,0,4501,546,No,No,51,Yes,Yes,No,No,3,Valid,Brazil,Yes,Standard,Yes,0.992978105,0.194570889,Different Domain,Yes,No,No,No,63592,1,4701,1,No,0,
https://www.likawzzegn.com,0,663,2061,No,Yes,38,No,Yes,Yes,No,2,Valid,Canada,Yes,Non-standard,Yes,0.430666073,0.003477563,Same Domain,Yes,No,No,No,97604,0,15903,3,Yes,3,2507
https://www.nislurnzgn.com,1,1132,660,Yes,No,93,Yes,No,,No,4,Valid,Russia,No,,Yes,0.149778366,0.315830592,Same Domain,No,Yes,Yes,Yes,,4,938,0,No,3,294
https://www.bsarieusbl.com,1,5195,3324,No,Yes,36,Yes,Yes,Yes,Yes,2,Missing,Russia,No,Standard,Yes,0.901709555,0.92223311,Different Domain,Yes,No,Yes,Yes,19118,0,17498,1,Yes,0,1006
https://www.bipsrdeuvr.com,1,541,,No,Yes,53,Yes,,Yes,No,2,Valid,Canada,No,Standard,No,0.035237623,0.555242335,Empty,Yes,No,No,No,81137,3,10532,4,No,,1437
https://www.tbebxelcau.com,1,5433,-294,Yes,Yes,14,Yes,No,No,Yes,1,Invalid,USA,Yes,Standard,,0.126726842,0.580602007,Same Domain,Yes,,Yes,Yes,92036,8,7709,1,No,3,140
https://www.kvsfjjiogz.com,0,5093,1085,No,No,61,No,No,No,No,1,Missing,Canada,Yes,Non-standard,No,0.473724835,0.236806673,Same Domain,Yes,Yes,No,No,17782,2,284,3,,4,1375
https://www.zbptshrtkd.com,1,5236,2320,Yes,Yes,62,Yes,Yes,No,Yes,4,Invalid,China,No,Non-standard,Yes,0.092778682,0.225120984,Empty,Yes,No,Yes,Yes,45756,6,4828,0,Yes,3,1102
https://www.giucngbzrk.com,0,2974,828,No,Yes,61,,No,,No,3,Invalid,Brazil,No,Non-standard,No,0.571585679,0.367305193,Empty,Yes,No,No,Yes,82736,3,13485,2,Yes,2,289
https://www.xjnrylrftf.com,1,867,2911,Yes,No,47,Yes,Yes,Yes,Yes,0,Invalid,Canada,No,Standard,No,0.157767092,0.262170447,Different Domain,No,Yes,No,No,59826,8,401,0,No,2,1131
https://www.jdrwgadmqq.com,0,2066,1483,No,No,53,No,Yes,Yes,Yes,3,Missing,USA,Yes,Non-standard,No,0.650857452,0.858403579,,No,Yes,Yes,Yes,81466,5,13221,1,Yes,,602
https://www.tfezozkvyk.com,1,431,2019,Yes,Yes,62,No,No,No,No,4,Invalid,China,Yes,Standard,Yes,0.117664244,0.177470806,Empty,No,No,Yes,No,23990,4,12945,0,Yes,2,709
https://www.diixhwvdiw.com,1,4835,1657,Yes,Yes,11,Yes,Yes,Yes,Yes,0,Valid,Canada,Yes,Non-standard,Yes,0.810104277,0.674864352,Same Domain,No,No,No,No,7780,9,19353,0,No,4,2203
https://www.znfjoftxex.com,0,5469,3178,No,No,63,No,No,No,No,,Valid,Canada,No,Standard,No,0.733830017,0.489617672,Empty,Yes,No,Yes,Yes,94301,1,5812,2,No,2,1930
https://www.rsalneztjy.com,0,4278,,No,No,93,Yes,No,No,Yes,2,,China,Yes,Standard,No,0.92540316,0.677235595,Same Domain,,Yes,No,Yes,57837,4,16747,1,Yes,4,4850
https://www.gbgqbfiqwr.com,1,6256,3376,Yes,No,86,Yes,No,Yes,No,0,Missing,USA,,Non-standard,Yes,0.068417887,0.834696616,Different Domain,Yes,No,No,Yes,24037,2,5820,0,No,3,4515
https://www.glyqrkwkee.com,0,1206,646,Yes,No,99,No,Yes,Yes,Yes,2,Valid,Brazil,No,Standard,Yes,0.555296972,0.34136578,Empty,No,Yes,No,No,39881,8,5910,3,No,0,2718
https://www.bldfexbawm.com,1,2528,287,No,No,,Yes,No,No,No,3,Missing,Brazil,Yes,Non-standard,No,0.708853587,0.540729718,Same Domain,Yes,Yes,,Yes,56026,7,14435,0,Yes,4,1103
,1,,933,No,Yes,,Yes,No,No,Yes,1,Valid,China,Yes,,No,0.902664491,0.498897029,Different Domain,No,Yes,Yes,Yes,50170,2,7817,0,No,2,4778
https://www.afpozjffxs.com,0,830,-359,No,No,81,No,No,Yes,Yes,3,Missing,Russia,Yes,Non-standard,Yes,0.482053941,0.373245511,Different Domain,Yes,No,Yes,No,92093,7,12345,1,No,0,2396
https://www.fohlpjnzga.com,0,1651,539,No,No,88,Yes,Yes,Yes,No,,Valid,USA,Yes,Standard,No,0.951315705,0.811946096,Same Domain,Yes,No,Yes,Yes,,2,6616,0,Yes,2,2569
https://www.rwouuihzrp.com,1,1136,,No,Yes,64,Yes,Yes,Yes,No,1,Invalid,Russia,No,Non-standard,Yes,0.122479299,0.010260515,Different Domain,No,No,No,Yes,43142,9,9750,4,No,3,
https://www.pqkkfpsegq.com,0,2810,1663,No,No,81,No,No,Yes,Yes,3,Invalid,Russia,No,Non-standard,Yes,0.433229221,0.310107454,,Yes,Yes,Yes,Yes,9987,9,,4,Yes,3,2101
https://www.mhifnrlkby.com,0,475,2248,Yes,No,20,No,No,No,Yes,2,Invalid,Russia,No,Standard,No,0.253172012,0.832100374,Same Domain,,No,No,No,94912,4,17823,1,No,4,1218
https://www.vdaclefbjl.com,0,2810,,No,No,38,Yes,No,Yes,Yes,,Missing,USA,No,Non-standard,Yes,0.155388144,0.872120485,Empty,No,No,No,Yes,45868,,8398,1,Yes,4,1454
,1,1326,3560,No,Yes,78,Yes,Yes,,Yes,2,Invalid,Russia,Yes,Standard,Yes,0.286782062,0.693666365,Empty,Yes,,No,Yes,35603,0,5261,0,No,,97
https://www.gfpmpidrin.com,0,5066,1508,No,No,72,No,Yes,Yes,No,4,Missing,China,No,Standard,No,0.66471808,0.340774998,Empty,Yes,Yes,No,No,,7,1532,1,No,1,3919
https://www.ibrufayxpu.com,0,1019,2255,,No,,Yes,Yes,Yes,No,0,Valid,Canada,No,Standard,No,0.483202473,,Different Domain,No,Yes,Yes,Yes,,6,2049,2,No,2,2006
https://www.ytqvvssczm.com,0,5237,2281,Yes,No,16,No,No,,Yes,2,Valid,China,No,Standard,No,0.181548792,0.084048848,Different Domain,No,No,Yes,,80183,4,11828,3,No,2,1684
https://www.lehnybymvt.com,1,1836,404,Yes,No,73,Yes,Yes,Yes,No,3,Missing,Canada,No,Standard,Yes,0.031719743,0.26539466,Different Domain,No,No,Yes,Yes,23855,4,6682,4,Yes,1,2272
https://www.fbbdrildvm.com,1,4256,2884,Yes,Yes,91,No,No,No,No,2,Invalid,Brazil,Yes,Standard,Yes,0.923499761,0.092495263,Same Domain,No,No,No,Yes,8164,4,3569,3,Yes,1,4200
https://www.cfgfalkmks.com,1,2448,1924,Yes,,73,Yes,Yes,Yes,Yes,2,Missing,Russia,Yes,Non-standard,Yes,0.314136047,0.110319249,Empty,No,No,Yes,Yes,62031,1,17862,0,No,1,4831
https://www.mbssuvtbdm.com,1,4293,2909,No,No,21,Yes,No,No,Yes,3,Missing,Brazil,Yes,Non-standard,Yes,0.127585103,0.593043907,Empty,Yes,Yes,No,,71602,6,7369,4,Yes,2,3940
https://www.islpfdwmxl.com,0,1283,1201,Yes,No,21,No,Yes,No,Yes,3,Missing,Brazil,Yes,Standard,No,0.14614764,0.072095935,Same Domain,No,Yes,,,21771,8,837,1,Yes,0,3828
https://www.oymyrgvqfa.com,0,659,3507,No,No,45,Yes,Yes,No,No,1,,USA,No,Standard,Yes,0.253425918,0.679833257,Empty,Yes,No,Yes,No,55705,0,13659,3,Yes,0,4848
https://www.aijbivjnyr.com,0,5871,1120,No,No,38,,Yes,Yes,No,2,Valid,Russia,No,Standard,Yes,0.230812094,0.348833469,Same Domain,Yes,No,,Yes,20656,,17407,3,Yes,3,4510
https://www.frodtngzoi.com,0,5166,2786,Yes,No,20,No,Yes,No,Yes,4,Valid,Brazil,No,Standard,Yes,0.27955015,0.055703803,Same Domain,,Yes,No,Yes,89634,4,2679,2,Yes,2,1569
https://www.wjwpcbtxqk.com,0,2010,3229,Yes,No,62,No,No,No,,0,Invalid,Canada,No,Non-standard,No,0.225509984,0.285606988,Empty,No,Yes,No,No,62437,0,3458,3,Yes,4,3859
https://www.hnbpsvykvk.com,0,398,1075,No,No,,Yes,No,Yes,Yes,,Valid,Canada,Yes,Non-standard,Yes,0.430646705,0.399298368,Empty,No,,No,No,,2,5933,0,Yes,2,3046
https://www.cisgppjqgx.com,1,1733,400,Yes,Yes,94,Yes,No,No,No,3,Valid,USA,Yes,Non-standard,Yes,0.765603665,0.366557962,Empty,No,No,Yes,Yes,55865,6,10751,4,Yes,4,2743
https://www.eywerwlfum.com,1,5678,18,Yes,No,83,No,Yes,,Yes,1,Missing,Brazil,No,Standard,Yes,0.027178945,0.510129829,Different Domain,Yes,No,No,Yes,80110,2,2465,2,No,2,2719
https://www.tllfmfasjs.com,0,2125,2073,No,Yes,56,No,No,Yes,No,2,Invalid,Brazil,Yes,Non-standard,No,0.190462721,0.502786286,Different Domain,No,No,No,Yes,2197,8,5287,1,Yes,3,1300
https://www.dnhznmardy.com,0,2171,2578,,Yes,42,No,Yes,Yes,No,4,Missing,Brazil,No,Non-standard,Yes,0.711985998,0.359618567,Empty,No,No,Yes,No,62301,1,13686,2,Yes,2,1414
https://www.mmwkqjuqyn.com,1,74,3505,No,No,90,Yes,Yes,Yes,No,3,Missing,USA,No,Non-standard,Yes,0.148880307,0.899221054,Empty,No,No,No,No,75805,9,18229,4,No,2,3461
