Phishing attack,Age_Link_Meta,RegLen_PageRank,URLLen_ContentLen,Subdomain_URLLen,RespTime_Link_Meta,RespTime_Traffic,Subdomain_Age
1,840.715809,15880,98415,180,1492.35497,247304304,8964
1,23.88707654,4554,941324,204,310.7594909,18024370,315
1,72.5626673,4642,322728,34,330.1856266,110906440,427
1,2717.338068,2904,1738968,352,1776.489821,100468818,21696
1,1198.2935,0,973797,69,558.3618818,207660082,5979
0,2273.01081,18558,368874,198,1886.686163,144335030,10167
1,23.588133,0,537742,0,456.5719023,433022754,0
0,1443.351564,6328,798486,58,1496.224708,79920984,3385
1,3.325933317,452,672690,102,451.3766644,88720500,42
0,1.589166637,0,379897,49,0.749900149,11042881,409
1,388.3576483,348,10010,220,1052.49456,115926853,2056
0,594.2059087,16121,7320,180,427.7588411,223447320,12327
1,4192.298239,32148,191916,0,904.5646987,68180784,0
1,440.7278901,5343,387519,99,648.7985953,66165346,6507
1,427.3523828,3610,416096,128,2545.285687,43704417,2996
1,3161.571476,8071,159630,102,1048.870453,36485682,7608
1,3496.735961,1997,18348,99,1090.523657,43579161,10995
0,667.5214665,5427,1105104,56,365.1034611,83968625,2971
0,1580.751879,4192,1170546,78,1282.468807,93592860,5326
0,1407.065622,436,402856,74,2488.876318,266191640,3954
1,754.71165,12145,281588,204,898.1787408,98812120,7875
1,1770.914083,3036,484476,282,1403.534122,202559634,8937
1,1746.893059,8847,1832364,92,1547.134445,224983008,4390
0,561.3504388,16177,1228902,186,293.7529027,238495857,16161
0,1364.423455,968,485163,252,1442.838597,79257264,11832
0,946.6992063,6072,1304064,144,552.0574785,64813536,4294
0,2148.378458,4872,427273,308,275.12954,22726654,27580
0,204.4377254,1536,313776,144,106.9217192,66471450,13476
1,66.11477145,3377,269524,172,447.5655195,31900704,2100
1,5325.958858,4848,336848,0,3189.654842,177836634,0
1,1044.324412,4254,361959,117,474.1352526,118717078,20940
0,3400.28996,12128,32616,18,1953.574831,139090848,4005
0,508.913666,0,365926,66,751.0311769,57115224,9156
1,2295.289476,7170,1291381,273,1346.161599,63098722,13944
0,69.69609748,7686,665849,141,208.3570547,377093126,4575
1,1805.433601,19719,1074706,219,1041.490616,138359256,13797
0,970.6550414,1674,1634021,0,811.7198656,59950350,0
1,3020.755077,14610,10170,36,1556.401494,21524380,12208
1,1401.667656,5718,115911,324,408.85949,73851118,11752
0,132.8981091,0,1259734,237,113.7778889,89525601,6339
1,2596.605545,606,719250,126,656.9006682,96993632,13068
1,51.83183315,2392,913837,388,59.80695239,89298154,16092
1,2390.123187,31860,175824,176,1055.880254,42163947,15112
1,306.7766618,4092,367082,29,66.33008905,1418888,629
1,604.5555393,16455,1402752,192,717.2654011,278799895,5278
1,878.0079865,945,883512,112,1367.882384,177363016,5782
1,5127.230585,2862,400599,54,3066.002559,101748185,12104
1,2768.256298,3574,1095952,176,693.8745757,72700992,12232
0,3320.662101,-288,565191,0,2455.13078,152101804,0
0,1226.767332,29304,265030,136,4727.965148,77519080,5096
1,563.7340662,1856,1733589,198,433.0421638,144511555,5064
1,1122.663835,8400,409308,0,654.8872373,150678374,0
1,3912.065431,6032,292966,37,27.9541176,667850,5178
0,3155.471832,8904,308110,165,1730.72849,229508000,15840
1,99.2022548,6432,323487,27,1092.667745,110067802,275
1,682.4429689,2595,220968,108,81.85160722,58415228,13140
0,371.5466695,10496,443275,100,294.1268187,85526716,12996
1,2215.569229,7284,154683,34,1029.914051,59861552,10954
0,3299.038955,-816,655248,99,2934.495545,114857596,12543
1,479.0857631,13265,857025,75,329.2020199,144527200,2474
1,4334.003126,630,1023840,0,1921.083008,269854117,0
1,602.0368457,17520,67614,118,357.1617023,111452800,12514
1,124.7997653,-322,193158,84,318.1980771,40096210,604
0,919.8122036,2063,274876,28,583.7809121,122475420,6887
0,1246.835266,10641,40948,87,2031.210431,199721210,5589
0,943.8441804,8368,1708047,99,514.8735247,2227344,6944
0,131.4835415,6640,741362,41,204.5442203,326563407,3072
1,1680.17063,3182,130080,96,876.1197041,45080946,3124
1,1762.954803,2260,165680,160,777.2928818,32975925,12928
0,529.8088192,17420,277008,174,320.1436932,247886043,15624
1,6722.020875,3080,337050,100,4725.99619,389649324,13848
1,271.6348968,16740,1011186,396,266.0265697,4015970,14724
1,1692.12832,3668,534383,58,443.3919127,30710064,8228
0,1309.640724,7056,1625919,372,1332.220736,30500876,6496
0,574.9502,5949,11520,0,129.8981863,35316792,0
1,1465.506882,3040,81604,184,1472.860153,146335174,15944
0,4251.932574,24885,638120,70,2735.275534,379633473,6748
0,574.9604877,2368,1705792,176,2710.528014,295592220,1470
1,1589.336511,390,507072,304,253.9381308,2472340,25736
1,786.8908615,2841,173806,129,11.98703524,6398121,18315
0,2821.825771,10548,832524,212,1501.082496,39210435,28040
0,578.0840472,1168,260793,39,312.0271741,146004792,3848
1,1011.212427,13041,1155618,124,1396.577007,87443070,2052
1,2910.794049,22608,782576,236,931.9349596,12233163,22276
0,11.61639066,21753,532686,168,340.1942979,52709190,168
1,398.312757,-999,865485,180,1205.729996,75004641,1624
0,2386.998811,7620,911306,138,3585.739431,86369615,9564
0,3773.483171,11528,268140,0,2333.811075,241900734,0
0,1618.394293,6531,353780,98,1760.912466,76716311,1692
1,2569.733698,-1165,846278,116,3559.713073,430843868,6832
1,2069.097394,40,369240,34,2399.085559,155022102,3179
0,5507.211448,17857,176506,66,2448.855781,93363112,21306
1,76.78617057,7806,1120085,249,12.73620319,84252964,15609
1,1425.546254,0,4812,0,1060.041903,2239475,0
0,3100.637682,2151,712223,249,1172.80163,231589995,20106
0,4400.631228,22792,716251,43,2271.816338,96118305,4616
1,404.9378834,15495,730146,292,335.171477,75167418,6640
1,2334.518924,17645,549744,48,1226.039644,127770288,6295
1,298.1104882,27400,592557,98,563.6846638,100995275,2144
1,195.2102207,11520,93268,0,705.6345137,300299896,0
1,2764.079633,29052,69090,14,771.1782176,45137736,7000
0,162.1594389,8184,32250,172,75.46170637,94521088,9352
1,1185.925031,18304,127728,96,1273.218664,274879607,6358
1,2498.803014,1494,588198,39,2479.872688,430034486,5016
0,235.0195837,6122,469176,0,102.3817432,3018685,0
1,2562.383873,20895,107282,194,1777.347508,393999463,11398
1,580.2630435,1848,944112,144,1504.041809,252079452,3375
0,618.2768458,0,607005,135,168.1140924,83093783,15303
1,1310.592229,-109,120042,0,373.4876388,21872319,0
1,3385.26855,2595,798885,180,1288.106897,44775552,27164
1,1211.907262,-384,36938,92,789.370981,106360256,12184
0,6431.915798,841,718416,216,765.814103,74687550,27884
0,975.4002314,32013,57195,123,298.3554459,118252755,15153
1,1467.702479,-1470,1111576,152,1860.387308,63485500,5128
0,380.7271166,3124,1019232,0,273.5082074,158265114,0
1,1327.554819,49,344890,78,2069.817806,363196200,8322
1,735.7551999,-210,226540,188,1187.838549,168193818,4928
1,3812.828448,4132,63572,46,1359.193621,12980019,3874
1,3817.490433,5100,341997,87,8.102617656,618478,19788
1,0.1800752,2660,85302,42,0.4686004,159474827,5604
1,1022.906178,706,974520,216,542.6799224,73499190,10122
0,231.0921533,3270,399168,144,182.7337862,190296080,8812
0,2230.935834,21104,1422720,0,1388.021748,74513124,0
0,889.7723325,0,684621,252,64.59939558,41518202,28484
0,775.298286,19670,170202,76,757.2987222,36909825,3532
1,4303.726572,-972,800535,332,1777.759985,44704398,19580
1,3216.38875,18246,25389,39,1546.45698,70223319,11175
0,1503.773886,19348,193397,267,555.6537039,164394760,18771
1,6418.567403,-1566,1451034,162,3079.832037,133771457,13784
0,1016.451477,8916,196575,50,1338.973245,167943888,3202
1,2984.181425,2956,61416,12,1418.942371,190054210,4406
1,1096.126157,16572,356820,30,464.4473522,1683305,1442
1,5030.820844,10375,460200,117,3367.456528,243444046,16305
0,32.82696132,3449,179375,123,18.83891795,404591171,21804
0,236.7791621,0,1010016,336,4395.517696,38122461,972
1,2495.023569,-2192,463150,0,2140.240573,19985979,0
1,1405.654231,-514,1078812,216,777.8813138,36470980,10900
1,1998.787251,0,90472,86,967.9138118,204471650,5524
1,695.957088,14193,580900,37,1506.149557,32380888,792
0,5136.652783,892,183105,0,4724.428799,126120744,0
0,68.1165392,5985,1232448,294,1847.117643,237278763,282
0,3793.865787,4491,265248,36,1739.709099,2908609,12958
1,43.46483754,20825,81312,231,136.8133705,57905266,711
1,4241.598506,-372,220780,380,1283.79636,54518629,23088
0,2364.392599,10785,1215288,144,3690.175494,386159976,5928
0,3744.962342,15978,1197139,89,38.1324605,3642143,4223
0,3571.135974,-248,434238,0,332.0730106,24084256,0
0,789.2160158,15904,434169,114,802.6209588,190659244,3768
1,2524.290479,0,24528,0,1224.687008,142186468,0
1,306.5991357,417,615828,0,227.3297318,320728320,0
1,4824.962427,-244,950765,166,2542.412123,294156765,13220
1,1944.209871,6076,1743264,384,249.1313894,46043985,18948
1,2743.318052,8736,18304,128,1351.649916,65767548,15904
0,609.1488243,4446,62748,108,51.48229811,4967865,15654
1,6524.855575,0,798424,86,4417.130047,133036002,7247
1,249.7151587,-1302,1530252,162,1190.371508,88134876,798
0,1106.218483,14406,845952,128,2759.632708,255038000,2806
1,389.2237696,11620,540641,141,3015.323046,246887514,1257
1,272.7098355,8061,79716,0,734.5804721,73859346,0
0,874.9298268,4024,409431,228,31.65086885,1672299,26648
1,424.2758183,2817,1064178,324,402.9113807,98261329,6196
1,4578.75853,5590,93568,172,3665.989729,307653112,12280
1,1008.690508,12690,1407265,249,165.1277845,16694315,7935
1,427.804422,1376,1269351,81,122.9534776,51229824,3716
0,2693.613696,12168,55384,92,2150.658692,67731756,4837
1,1819.404774,2359,291070,78,4361.499945,121194640,6027
1,324.3184873,-285,503546,158,79.17359094,33963300,13272
1,3775.717627,1104,438893,159,2200.23833,52205472,18348
0,370.7687162,12180,1101576,168,1836.161615,32419188,2013
1,4837.795765,0,267288,37,816.7186687,80042450,6036
1,5842.834602,7976,188445,102,2024.69553,179524080,11774
0,2625.003201,0,68256,36,787.9454994,38813496,9448
0,1838.896456,0,1163162,0,16.7206952,1113596,0
1,4476.579429,0,11826,73,1496.143357,157364060,6044
1,1194.218093,-164,67410,90,1153.051063,228086430,9573
0,840.2999876,790,1207275,225,480.7354595,205776087,18516
1,916.2940809,10494,507500,150,1207.038149,298344735,8547
1,3182.865932,3849,529386,156,940.3105618,121910586,28352
0,1726.599236,1587,89982,54,472.4780778,103185360,20172
1,2088.20876,2961,1144372,136,3896.434222,292892616,4296
1,2271.976538,1326,252125,0,1206.488305,68991903,0
0,1978.055204,13868,116740,20,1283.702014,268574726,4182
1,4512.269822,7743,561306,68,3535.559623,244933451,12372
0,66.97510527,4776,19873,34,2047.524647,177189432,294
1,467.2485464,2514,421254,216,236.7018289,6957408,17308
1,1730.913616,2690,903960,248,1308.067898,83175635,15588
1,271.6203032,0,1265550,0,855.9422721,161515200,0
1,387.1202167,0,210266,138,699.9331164,100619560,6111
0,184.0240887,5708,1034040,60,145.0132826,116137742,5439
1,386.6636728,-1074,1030410,0,905.835683,254011380,0
1,1661.105382,6160,237908,66,2214.509407,421271344,11157
1,2535.17263,0,290766,172,2920.830566,149307211,15356
1,870.2605945,0,14154,14,820.4476986,104079360,2376
0,1911.264352,17720,38514,84,2650.73783,254439696,11972
1,4915.919846,19269,536256,126,478.9834497,1319200,13958
1,859.0812127,-2368,993825,126,339.7977766,60516852,3226
1,408.1768063,1414,381735,340,162.6039226,140789946,17140
1,1248.194012,-164,214146,36,513.5343663,53812026,3432
0,3075.831193,380,598248,0,1469.840323,181247100,0
0,852.5987435,23580,785862,66,114.8495969,36596160,5345
1,227.8912196,1392,24475,75,604.5022369,37073532,1563
1,4762.732411,264,856064,352,2014.25112,170513139,19512
1,802.8757836,0,38016,396,634.8623628,19993204,9844
0,533.7619746,12234,91202,0,294.120459,116006679,0
1,890.1013687,22912,914900,50,286.3983571,40203665,2160
1,1691.231066,1624,261303,138,2.40539193,141890,14062
1,1116.706586,2118,131365,26,1097.481436,370213416,8132
0,5276.446966,12136,767322,376,3674.563146,309655199,25060
0,220.7263654,4856,1799525,91,203.6082425,68837076,4758
1,644.5845382,0,1313066,268,261.1819216,69910002,17404
1,494.9836357,108,1724197,89,404.6351324,317392439,4865
1,154.3134865,2204,516936,0,1729.733797,151456154,0
1,2839.097386,9300,924804,54,877.7415239,27347540,4082
1,1688.128801,5217,43200,48,1976.277011,157938044,8366
1,1878.930415,1833,853874,98,2957.800137,289765860,4650
0,1678.393384,20188,1698688,368,1650.22642,335415934,15016
0,2012.376629,5954,141195,30,2690.994341,98683872,5486
1,42.97466745,3374,1356280,82,301.9858042,212567903,702
1,319.3701093,8224,198680,0,1056.321535,169242120,0
0,5141.138703,0,316008,0,723.7900025,54259916,0
1,451.3433391,862,206518,47,6.678756576,378309,1284
0,103.851387,0,702576,63,514.2057975,224013445,514
1,1807.167262,0,959153,0,1427.476656,276622225,0
1,185.3021545,-1216,1104544,0,201.1851963,43324560,0
1,422.1087732,15687,158912,13,995.5618685,277543408,1428
1,4041.729824,8470,414711,71,2779.46651,334299231,5850
1,1755.809469,3535,1793172,276,302.9233664,56529941,20223
1,3288.751263,24115,302520,72,2705.030795,332437749,15753
1,1093.321795,2570,911030,0,1211.146956,91317375,0
0,261.5995355,4828,359058,21,494.3623451,103859441,2023
0,137.5248166,3976,1375555,0,46.33334329,221432442,0
1,5680.942451,-120,478216,184,4349.185275,441280950,11782
1,862.6267207,5208,91808,32,776.4244707,143510085,8566
1,663.1454015,18752,402976,32,845.651396,11573886,3292
1,666.2463359,6552,1210116,186,257.6920435,49421584,7172
0,3862.530474,3490,722424,372,307.7123126,23472029,17724
1,4300.64338,906,838275,225,1017.392249,117562752,15522
1,766.6828434,0,401012,0,1301.698279,139043688,0
0,1044.89313,8572,202988,186,1279.510337,94210668,11664
1,587.7331561,588,1298065,356,136.1572562,25581888,25416
0,2.305624269,0,604314,76,8.718250441,244693228,1326
1,4791.001006,0,629928,72,927.7665087,19232708,10390
1,1178.733472,13920,299336,248,248.0833244,50423112,20944
1,227.3017775,23288,18847,0,296.5147756,67663206,0
1,76.48991739,8076,802590,248,125.8268015,17008910,1724
1,3262.969142,14913,212883,0,1486.726167,17139340,0
0,411.6871307,5168,585090,198,927.83219,108396558,2412
0,309.7937741,-2513,999945,243,894.2962444,220654828,2490
1,487.2645958,1616,487786,219,602.9766675,54198560,5508
1,393.6598393,11536,324779,182,388.4801046,34288800,8512
1,635.2449481,2400,1010594,282,1005.46849,153237695,5199
0,1068.420858,16584,296072,112,653.6221718,2856100,4250
1,66.542358,31545,1640610,270,3112.204068,262361105,222
1,3.155048258,15910,576528,0,23.05904007,50923061,0
1,1863.923971,196,843226,138,45.33148428,4388754,6291
0,371.9580756,9042,394342,58,124.1817411,144901188,5068
1,3110.814084,2995,837963,252,484.9836328,14901489,18704
0,1206.822194,11060,24102,52,1711.120834,61571200,4006
0,1045.198379,23553,320985,84,702.8653162,180837440,13324
1,1338.28406,11354,217284,0,919.8516493,217386690,0
1,2976.89563,1528,84252,17,4556.309698,89769810,2978
0,992.3915896,8860,565728,192,806.1715366,113426489,6768
1,4461.602627,6415,178356,0,1399.924416,170440440,0
1,1115.09293,2754,697593,279,2645.504598,98886545,4857
1,1299.645732,22192,130368,14,4391.185965,353936505,1431
0,94.14836394,16114,158760,168,260.7454689,21517090,1076
1,105.4532437,0,243144,0,48.79928236,18630184,0
1,193.7761592,6804,1062966,0,332.095937,154149237,0
0,548.9565115,1908,352080,24,805.6312284,441647514,3253
0,1244.38523,5448,378139,244,2030.751764,18871866,6564
1,74.66121703,31428,32186,308,1185.429814,136316554,816
1,1097.891191,147,323232,156,1463.058309,22146335,6891
1,4043.474123,470,168525,140,1765.460532,46292424,24424
0,2333.234973,8600,11222,248,2726.935876,263372224,12564
1,4126.345708,758,320150,150,2385.030253,304658480,20346
1,1061.33791,-177,1207206,182,2789.184085,149266991,2844
0,913.6807983,6064,687614,178,3220.120115,186561035,2342
1,307.6862726,3846,850501,166,13.21250768,8748000,7452
0,122.3448283,9723,865536,168,66.28066959,67900930,2898
1,640.5353055,10495,741076,114,51.76389143,1561340,11211
1,500.7193739,7248,807980,284,673.8708549,290578263,10156
1,1003.760643,168,453006,162,252.3982382,51631955,14973
0,668.2723367,11740,841959,204,740.5526141,368871909,14608
1,944.8970051,1393,1432452,0,1245.358805,454523216,0
1,29.70115837,5866,584970,148,50.09060222,35022000,740
0,3674.310936,8919,446600,112,2246.095857,95356326,8958
0,514.9469012,14931,28957,0,1083.761888,221886272,0
1,2837.059395,11888,1662698,89,2151.216501,113012100,4724
1,113.9576195,2133,93309,0,365.8371005,165756850,0
0,4143.692601,0,111188,308,3102.966098,85703205,25880
0,5335.22165,14240,1024675,255,121.7846847,7712172,21291
0,2352.059059,-1776,20050,75,1973.296445,352653618,17400
1,2034.883846,-622,294490,105,312.8116247,31559570,15183
1,1759.803181,16056,958342,308,1560.182252,310503772,14352
1,3206.997499,-2574,430041,174,941.0834809,201619176,14558
1,3670.763752,2818,634335,195,570.7157387,71571744,20955
1,3729.758866,0,668564,52,2267.495787,77420448,4530
0,3038.53718,1756,1778268,92,2911.49033,54822075,3157
1,3013.589541,7315,222552,44,91.27579845,6323344,12150
1,3272.101552,23835,869483,236,847.829142,32287554,18664
1,492.2870025,1782,392280,28,1108.857232,2983630,1727
1,3511.248257,909,42096,12,703.6388694,89111584,5055
1,3990.690655,5116,317504,44,2221.936425,301761186,6534
1,465.2538081,728,187596,72,284.5959488,66753434,24888
1,4128.14496,0,10962,36,2554.869107,177584925,9084
1,1072.635136,3420,370410,60,1584.117711,74963778,3628
1,1478.478769,3500,796440,240,2228.687905,216823530,9704
0,352.5424345,19746,124608,64,295.9794095,267592248,9748
1,54.55717578,3180,310968,0,14.71396979,9681536,0
1,2931.798096,-308,669092,0,340.7203147,34349350,0
1,4.22478028,11292,883712,128,9.0531006,1137030,14
0,2284.954285,11568,1210438,316,3178.366939,49635164,10220
1,184.7696206,810,430797,0,279.2938687,53166464,0
1,3127.18573,8328,212775,15,2294.823031,296232764,6710
1,3657.942383,25092,340384,22,1238.620438,164049071,6063
1,1965.135573,20712,222528,256,2374.329761,29152855,14100
0,1972.197248,7842,13860,56,211.7167336,68238845,26120
0,2499.010893,8940,224842,102,4019.441938,427131163,8772
1,1740.30686,6920,665676,44,753.7050786,28737942,1898
1,4766.215124,1054,490518,252,2276.336866,203424998,26516
1,1216.229573,84,572165,165,1374.797138,49053848,8928
1,166.105417,13926,702791,141,1267.503754,338546980,1836
1,876.0732422,400,180873,29,387.6689087,31247056,2696
1,3916.172615,2150,406901,284,1420.060306,7248527,20992
1,709.9579278,0,292320,96,424.4253551,72386392,3849
1,109.6310156,2172,142116,39,446.5458441,59546856,738
0,2619.105167,1391,76250,40,1809.589234,135594576,14844
1,143.1946953,0,695600,0,1118.437355,177220652,0
1,868.4487154,370,898260,220,2238.045256,295203425,5580
1,4541.471221,1845,218263,74,1475.94241,194911220,12708
1,4256.071898,18927,693956,92,3441.752737,188321406,5514
0,41.67987179,10875,10750,30,34.97397035,205789574,16707
1,2141.856537,534,34290,135,2356.042191,114776233,8970
1,513.7228196,8004,572400,144,310.2814603,58164650,4616
0,93.82482676,14850,322608,0,634.3964862,245804139,0
0,204.3620593,3445,983484,272,216.2578408,249503430,15324
1,228.1919612,2026,297432,0,882.2646337,333087201,0
0,5073.643066,4764,285936,32,3495.700742,288220064,12900
0,3083.02263,12144,160812,0,2926.974442,389556218,0
0,3552.204772,677,11856,0,1956.229832,191359344,0
0,2712.466769,10662,123552,0,1129.559231,246751164,0
0,4150.940711,21994,1438607,388,30.82830585,3338902,18312
0,816.9249009,666,941620,368,1643.415667,20621154,3416
0,2676.717398,5064,573750,150,3459.17911,376172982,10119
1,1087.913514,1296,1222998,222,1807.74715,98894292,4398
1,5912.99574,0,762107,89,1160.565228,90511440,7031
1,204.4549594,2926,64263,0,53.61155074,18236680,0
0,2469.165749,3353,439560,44,1819.882951,40135074,7834
1,360.3587911,1524,1445520,228,1871.443133,224049720,1785
1,258.8049504,12296,414288,24,1170.434681,166936032,423
1,3723.289973,16216,1558170,360,1688.487266,217901448,27996
1,1258.789409,6736,279452,114,357.6847219,106644480,20271
1,2144.455906,582,400954,0,771.2782173,89354550,0
0,2416.820804,19024,390104,352,494.3352132,18142750,15156
1,1170.07167,0,574721,74,333.5328852,5614209,5620
0,4301.589708,25584,403865,220,593.5868282,42725440,17972
1,918.5880457,16600,211008,252,3397.088075,158753439,3429
1,272.1532329,1107,39622,44,138.2643434,1259418,3732
1,1033.458978,1424,214522,392,1994.009548,74816703,5840
1,71.47182642,22653,229411,39,31.40340624,89717760,14748
0,206.4440606,32661,1534593,0,328.5953589,827917,0
0,625.5011132,0,367680,80,419.965942,243481680,8016
0,3474.742071,20940,900753,59,1766.674633,203902216,5751
1,1293.268365,17165,832968,288,2030.124077,80493100,9260
1,1386.547782,1606,181224,0,671.8994951,54112212,0
0,1174.601218,18216,228803,86,2234.462942,5051186,3972
0,869.8108883,5224,1203642,396,555.3826633,86726595,14064
0,5923.936541,5736,296184,0,4800.906074,214314918,0
0,3292.638148,7768,126490,70,2106.367598,108286224,9154
1,613.5538682,-224,311175,0,282.9208043,82224538,0
1,1088.991437,3177,871468,208,348.8105943,67214200,14636
1,5778.735341,21690,1442925,0,2831.278436,127449005,0
1,554.7407081,1408,780570,140,1109.213813,352660745,4146
1,5806.715696,14157,1077680,152,4363.917631,400326378,12750
1,3818.362462,-900,379946,98,3812.55191,42480657,9200
1,260.6345673,17964,984998,0,252.7992066,6409157,0
1,4324.908617,2048,434280,264,3736.251372,365845677,16575
1,249.4929058,488,998320,240,1897.095711,361392060,1734
1,693.099542,294,415710,372,1182.959369,163395054,9576
1,3145.450506,14185,113265,0,3932.435091,187086126,0
1,12.00906414,426,163815,134,10.03650092,44025780,3872
1,2855.499384,3161,247650,200,1625.882913,242307760,26864
1,432.6963128,21798,94894,17,306.3046103,216149934,4875
1,3100.407675,21402,620534,102,1429.367896,19785676,10353
1,240.093588,122,49231,0,22.03716147,1335886,0
1,21.22071333,840,430500,123,361.8056373,220509304,423
1,325.0417589,6950,469800,0,109.8239697,15802960,0
1,2150.077216,805,122270,0,921.2695328,147818205,0
1,140.7999683,7034,1046088,0,397.9591556,300124300,0
1,3793.147432,-892,955890,270,1268.448016,66223872,14928
1,4142.544846,261,556032,64,1806.551009,64740114,8998
1,497.1528951,-1104,414792,63,166.0723355,8900482,21024
1,239.4223575,1470,370370,210,90.51333029,4139616,5904
1,3514.022017,0,390690,0,2565.325814,40744362,0
1,851.0272163,6316,885316,92,52.10064292,33009416,11336
0,2191.647193,20574,284046,84,664.8184286,80743152,6224
1,2963.879103,6880,414001,284,371.5218307,59082210,20008
1,970.7480685,137,1230866,0,2663.11417,11245560,0
1,1888.936801,12520,909364,258,330.0953505,52255548,10884
1,2472.103678,17740,433325,50,1088.78785,5137792,8192
1,2914.50408,11940,805828,228,2093.167197,124336056,10209
1,806.9008202,11696,671058,102,1078.732921,284119952,9012
1,6039.644034,3002,833924,0,3210.313511,401720,0
1,1333.659185,3586,421356,117,388.9718879,73733880,13845
1,2131.06487,2416,403130,0,1292.538409,73275086,0
1,96.0217489,8964,177656,53,209.9080092,98450994,989
1,295.2958844,6004,543678,0,243.0039049,186760977,0
1,2219.876352,25296,265665,178,2475.253043,247117450,5372
1,3516.798904,5160,115911,106,237.1769931,24863034,13256
0,3174.148304,5660,307780,22,1662.416707,209784125,5203
0,1344.95282,0,1043240,264,779.9325925,127170600,7491
0,3732.848907,2590,1076220,0,0,0,0
0,1654.934489,3108,890442,126,2797.706126,385564004,5002
0,1012.315991,3570,637196,196,921.3045314,87240400,5428
0,96.59620317,2466,1212413,0,946.4425916,181017866,0
1,564.461632,12948,650860,140,299.8072343,208968840,12878
1,3487.557985,1856,331786,52,309.3479121,24375582,8726
1,4200.730078,452,912384,144,1200.208594,848424,14007
1,1449.375794,322,455240,0,1176.218821,77422986,0
1,835.5442908,7880,480210,90,1357.680885,339559780,7974
1,1910.329042,504,27720,0,2333.548955,217868908,0
1,613.1430292,0,492182,134,788.7111373,163838115,3646
0,84.82497078,4203,407584,32,202.5670944,211636480,1474
1,2013.763234,3017,55344,48,3073.638621,3452798,8968
0,1267.369775,194,492170,210,598.4868454,85379025,15825
1,3215.311956,6665,1058134,154,1609.525345,207851427,10320
0,1452.688916,25800,226432,128,873.8047094,9317352,6364
0,1219.721377,2976,699520,80,98.92423631,22547009,5906
0,1968.873533,9495,1752750,0,397.6246273,38532995,0
1,1449.752326,9438,76503,63,166.1471231,29477000,9162
0,4068.25139,6234,1026592,224,510.166573,19435572,22392
0,4491.084256,14868,334351,69,3183.120142,328412574,16533
1,104.3597538,0,306397,364,415.4169748,55847196,3716
1,4560.547989,25048,1155865,95,2471.560241,20591625,7069
1,43.20751449,7974,219125,75,153.2436295,230224512,3534
0,3290.795506,10626,490230,312,1857.611942,42475278,24532
1,664.6443034,-3132,180234,0,1928.896117,85830144,0
1,73.27462962,-633,194376,28,63.16503922,16200096,1841
1,393.3948983,0,259191,372,328.8229336,116670430,9236
1,5623.635589,-2345,324960,96,3381.324998,17213808,11336
1,38.27863541,6453,355634,328,1374.296374,171490944,492
1,1287.378119,1596,703044,59,1485.091351,102681598,3158
1,68.08371662,3556,1294524,308,19.51780099,12896535,7744
0,718.8869358,362,311483,134,580.6042258,225980424,6280
1,1281.162382,17541,36256,88,1772.485779,231331067,6472
1,2527.88327,22616,150600,0,3563.748704,286599068,0
1,366.7089224,13668,416115,0,203.8994642,9061928,0
1,320.4020599,0,215908,44,3773.226493,217279992,358
1,36.62749466,48,709434,99,16.65323673,8096400,1522
0,2065.165864,8256,656796,252,2052.019553,211541268,10368
0,414.2567389,0,218100,24,780.1888236,165797148,2606
1,2343.820279,5924,517658,94,1593.11101,306617549,12832
0,787.5447434,18704,354200,40,182.0189862,46078595,2834
1,100.4453817,-399,23540,44,329.2152739,219978021,998
1,393.8830542,4770,407340,180,2513.406196,248665144,1968
1,2610.569858,6346,1232465,0,4669.583228,206977758,0
1,1475.848518,17005,50481,142,1316.688384,221787020,6324
1,1367.3658,17384,751601,0,179.3509614,8852844,0
0,1005.053926,6882,75088,114,736.3674646,91329840,6879
0,916.6417155,21609,194816,32,578.3339059,267003000,6538
1,3475.521122,3294,1351008,0,2927.715691,365947686,0
1,3831.439384,0,143700,20,328.9657519,31230021,10226
1,147.3215113,0,1572816,252,392.35627,191929743,2646
0,715.0066641,1880,5560,80,1325.727944,326147832,8776
1,475.1751281,15815,282902,0,262.2638877,67344000,0
0,3182.466932,0,35659,13,328.6218188,50484585,6963
0,3836.245121,10865,201960,264,1538.566631,155905878,21498
1,4127.429592,30177,34788,0,3149.426964,213210770,0
1,2073.626411,3076,451915,134,1883.508065,154230069,9620
1,3555.32256,0,63216,144,2781.052313,13817056,7650
1,2251.547169,3101,1129752,78,2273.647584,112257852,4177
0,822.6999926,1500,429723,228,165.5579927,51321192,24568
0,1681.194761,2225,667104,384,2022.920407,78572288,11276
1,182.9327474,5822,1244790,0,299.1416879,43307475,0
0,222.9684202,19248,563397,51,1138.731575,153348910,364
1,2218.61141,1730,283415,0,4290.645288,370164222,0
0,3000.431343,25403,204192,288,599.3143825,32034977,16326
1,100.6511236,2751,1417248,72,149.2385335,148248568,2490
1,5766.99436,0,480640,160,2915.719641,140602418,27920
0,1051.923715,15603,410228,49,1690.108796,19852500,2334
1,1252.563629,15522,509925,0,291.8986,31236821,0
0,1861.572227,0,102704,98,162.9948033,31096350,7812
1,1940.11864,17630,1007721,174,839.099978,144538251,7274
1,889.3236397,5368,1087800,168,106.4968433,1992970,11858
1,1525.196998,8740,198600,24,964.1864865,72346472,2841
